Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Centro Custo;MARCA;MODELO
5359;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCAO EM FORMICA C/ 2 PORTAS;30/11/2016;5359;NI;3112;;
5360;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER 100;30/11/2016;5360;NI;3112;;
5361;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER MUN;30/11/2016;5361;NI;3112;;
5363;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO SECRETARIA, TP 5;30/11/2016;5363;NI;3112;;
5364;0;132010904;MOVEIS E UTENSILIOS - COML.;TV PHILCO HITACHI;30/11/2016;5364;NI;3112;;
5365;0;132010904;MOVEIS E UTENSILIOS - COML.;AP. DE VIDEO CASSETTE 4 CABECAS PHILCO H;30/11/2016;5365;NI;3112;;
5366;0;132010904;MOVEIS E UTENSILIOS - COML.;FRIGOBAR CONSUL;30/11/2016;5366;NI;3112;;
5367;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA PARA TV;30/11/2016;5367;NI;3112;;
5369;0;132010904;MOVEIS E UTENSILIOS - COML.;GELADEIRA CLIMAX 300 L;30/11/2016;5369;NI;3112;;
5370;0;132010904;MOVEIS E UTENSILIOS - COML.;FOGAO 4 BOCAS ATLAS;30/11/2016;5370;NI;3112;;
5371;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA CEREJEIRA PARA REUNIAO;30/11/2016;5371;NI;3112;;
5372;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS EM NAPA S/ RODIZIO;30/11/2016;5372;NI;3112;;
5373;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS EM NAPA S/ RODIZIO;30/11/2016;5373;NI;3112;;
5374;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS EM NAPA S/ RODIZIO;30/11/2016;5374;NI;3112;;
5376;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS EM NAPA S/ RODIZIO;30/11/2016;5376;NI;3112;;
5377;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER MUN;30/11/2016;5377;NI;3112;;
5379;0;135010804;MAQUINAS E ACESSORIOS - COML.;CARRINHO PLATAFORMA C/ 4 RODAS, TP 00293;30/11/2016;5379;NI;3112;;
5380;0;132010904;MOVEIS E UTENSILIOS - COML.;BEBEDOURO ELETRICO BELLIERE;30/11/2016;5380;NI;3112;;
5381;0;132010904;MOVEIS E UTENSILIOS - COML.;MESAS EM CEREJEIRA C/ 3 GAVETAS;30/11/2016;5381;NI;3112;;
5382;0;132010904;MOVEIS E UTENSILIOS - COML.;MESAS EM CEREJEIRA C/ 3 GAVETAS;30/11/2016;5382;NI;3112;;
5384;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICRO CPU  MASTER 386, TP 4843;30/11/2016;5384;NI;3112;;
5386;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS EM NAPA C/ RODIZIO;30/11/2016;5386;NI;3112;;
5387;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS EM NAPA C/ RODIZIO;30/11/2016;5387;NI;3112;;
5389;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO CONSUL 30000;30/11/2016;5389;NI;3112;;
5391;0;132010904;MOVEIS E UTENSILIOS - COML.;BEBEDOURO ELETRICO BELLIERE;30/11/2016;5391;NI;3112;;
5392;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE FAX PANASONIC KX FT22;30/11/2016;5392;NI;3112;;
5393;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE FAX BROTHER PERSONAL FAX 275;30/11/2016;5393;NI;3112;;
5394;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO CONSUL 30000;30/11/2016;5394;NI;3112;;
5395;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER 300;30/11/2016;5395;NI;3112;;
5396;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 6 GAVETAS, TP 3769;30/11/2016;5396;NI;3112;;
5397;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO SECRETARIA, TP 5;30/11/2016;5397;NI;3112;;
5398;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA PARA TELEFONE, TP 3775;30/11/2016;5398;NI;3112;;
5399;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA P/ MAQUINA DE ESCREVE;30/11/2016;5399;NI;3112;;
5408;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCOES EM FORMICA C/ DUAS PORTAS;30/11/2016;5408;NI;3112;;
5409;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCOES EM FORMICA C/ DUAS PORTAS;30/11/2016;5409;NI;3112;;
5410;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCOES EM FORMICA C/ DUAS PORTAS;30/11/2016;5410;NI;3112;;
5411;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCOES EM FORMICA C/ DUAS PORTAS;30/11/2016;5411;NI;3112;;
5412;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCOES EM FORMICA C/ DUAS PORTAS;30/11/2016;5412;NI;3112;;
5414;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO SECRETARIA, TP 5;30/11/2016;5414;NI;3112;;
5416;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA COMPUTADOR;30/11/2016;5416;NI;3112;;
5417;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA PARA MAQUINA DE ESCREV;30/11/2016;5417;NI;3112;;
5418;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA IMPRESSORA;30/11/2016;5418;NI;3112;;
5421;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO SECRETARIA, TP 5;30/11/2016;5421;NI;3112;;
5422;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA COMPUTADOR;30/11/2016;5422;NI;3112;;
5424;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA IMPRESSORA;30/11/2016;5424;NI;3112;;
5424;1;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER;30/11/2016;5424;NI;3112;;
5426;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 6 GAVETAS;30/11/2016;5426;NI;3112;;
5427;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO DIRETOR C/ BRACO;30/11/2016;5427;NI;3112;;
5428;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA PARA MAQUINA DE ESCREV;30/11/2016;5428;NI;3112;;
5429;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA COMPUTADOR, TP 3144;30/11/2016;5429;NI;3112;;
5431;0;132010506;EQUIPAMENTOS C.P.D. - COML.;NC WINNET BOCAVISION, TP 6767;30/11/2016;5431;NI;3112;;
5432;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA COMPUTADOR, TP 3143;30/11/2016;5432;NI;3112;;
5434;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DE VIDEO LG 15 POL. STUDIOWORKS,;30/11/2016;5434;NI;3112;;
5435;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICRO MARCA MICROWAY, TP 6450;30/11/2016;5435;NI;3112;;
5436;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO SECRETARIA, TP 5;30/11/2016;5436;NI;3112;;
5437;1;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM IMBUIA C/DETALHES FREIJO.;30/11/2016;5437;NI;3112;;
5437;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA IMPRESSORA;30/11/2016;5437;NI;3112;;
5438;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/3 GAVETAS, TP 5676;30/11/2016;5438;NI;3112;;
5439;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO DIRETOR C/ BRACO;30/11/2016;5439;NI;3112;;
5440;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA COMPUTADOR, , TP 4693;30/11/2016;5440;NI;3112;;
5444;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 6 GAVETAS, TP 3141;30/11/2016;5444;NI;3112;;
5445;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA PARA TELEFONE;30/11/2016;5445;NI;3112;;
5446;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS S/ RODIZIO, , TP 3192 - 3193;30/11/2016;5446;NI;3112;;
5447;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRAS S/ RODIZIO, , TP 3192 - 3193;30/11/2016;5447;NI;3112;;
5448;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA GIRATORIA C/  BRACOS, TP 3191;30/11/2016;5448;NI;3112;;
5449;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCAO EM CEREJEIRA C/ 2 PORTAS E 3 GAVE;30/11/2016;5449;NI;3112;;
5450;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONAS ESPERA PARA CLIENTES;30/11/2016;5450;NI;3112;;
5451;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONAS ESPERA PARA CLIENTES;30/11/2016;5451;NI;3112;;
5452;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONAS ESPERA PARA CLIENTES;30/11/2016;5452;NI;3112;;
5453;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONAS ESPERA PARA CLIENTES;30/11/2016;5453;NI;3112;;
5454;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONAS ESPERA PARA CLIENTES;30/11/2016;5454;NI;3112;;
5455;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE CANTO;30/11/2016;5455;NI;3112;;
5456;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR SPRINGER CARRIER 10000 BT;30/11/2016;5456;NI;3112;;
5458;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 3 GAVETAS, TP 5582;30/11/2016;5458;NI;3112;;
5459;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 3 GAVETAS, TP 4688;30/11/2016;5459;NI;3112;;
5460;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 3 GAVETAS, TP 5587;30/11/2016;5460;NI;3112;;
5461;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO EM NAPA, TP 5317;30/11/2016;5461;NI;3112;;
5462;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO TIPO DIRETOR, TP 5587;30/11/2016;5462;NI;3112;;
5463;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO EM NAPA,;30/11/2016;5463;NI;3112;;
5464;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER LIN;30/11/2016;5464;NI;3112;;
5718;1;132010904;MOVEIS E UTENSILIOS - COML.;CAMERA FOTO DIGITAL SONY CIBERSHOT DSC;30/11/2016;5718;NI;3112;;
5827;1;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO 18000BTUS;30/11/2016;5827;NI;3112;;
6109;2;132010506;EQUIPAMENTOS C.P.D. - COML.;SERVIDOR DELL PowerEdge 2600;30/11/2016;6109;NI;2140;;
6182;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTIPLEX GX280;30/11/2016;6182;NI;3112;;
6266;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE CONDICIONADO SPRINGER;30/11/2016;6266;NI;3112;;
6342;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER;30/11/2016;6342;NI;3112;;
6412;2;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA MATRICIAL EPSON FX-2190;30/11/2016;6412;NI;2140;;
6488;1;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR MULTIMÍDIA MARCA INFOCUS X2;30/11/2016;6488;NI;2160;;
6735;0;132010506;EQUIPAMENTOS C.P.D. - COML.;OFFICE CONNECT SWITCH DUAL SPEED 8 PORTA;30/11/2016;6735;NI;2140;;
7886;0;132010506;EQUIPAMENTOS C.P.D. - COML.;SWITCH 3COM BRASIL MODELO SUPERSTACK 3 4;30/11/2016;7886;NI;3112;;
8422;2;132010506;EQUIPAMENTOS C.P.D. - COML.;NOBREAK SMART-UPS 1000VA RM NET 2U 120V;30/11/2016;8422;NI;2140;;
8647;0;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA EPSON STYLUS C87 PLUS,;30/11/2016;8647;NI;3112;;
9624;0;132010506;EQUIPAMENTOS C.P.D. - COML.;UNIDADE DE FITA TIPO DLT EXTERNA QUANTUM;30/11/2016;9624;NI;2140;;
10481;0;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA  HP 4250TN LASERJET MONO P/N;30/11/2016;10481;NI;3112;;
11069;1;136010103;EQUIPAMENTOS CPD - COML.;NOTEBOOK DELL LATITUDE D360 INTEL;30/11/2016;11069;NI;2140;;
11071;1;136010103;EQUIPAMENTOS CPD - COML.;NOTEBOOK DELL LATITUDE D360 INTEL;30/11/2016;11071;NI;2140;;
11073;1;136010103;EQUIPAMENTOS CPD - COML.;PROJETOR MULTIMIDIA MARCA DELL DLP 1209S;30/11/2016;11073;NI;2160;;
12482;1;136010103;EQUIPAMENTOS CPD - COML.;NOTEBOOK DELL LATITUDE E5400 INTEL CORE;30/11/2016;12482;NI;2140;;
12487;1;136010103;EQUIPAMENTOS CPD - COML.;NOTEBOOK DELL LATITUDE E5400 INTEL CORE;30/11/2016;12487;NI;2160;;
12495;1;136010103;EQUIPAMENTOS CPD - COML.;NOTEBOOK DELL LATITUDE E5400 INTEL CORE;30/11/2016;12495;NI;2140;;
13298;0;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR DELL DLP 1209S;30/11/2016;13298;NI;2140;;
13965;0;132010506;EQUIPAMENTOS C.P.D. - COML.;CATALYST 2960S 24 GIGE, 4 X SFP LAN BASE;30/11/2016;13965;NI;3112;;
13967;0;132010506;EQUIPAMENTOS C.P.D. - COML.;ACESS-POINT WIRELESS 54MBPS 802.11G.;30/11/2016;13967;NI;3112;;
13969;0;132010506;EQUIPAMENTOS C.P.D. - COML.;ACESS-POINT WIRELESS 54MBPS 802.11G.;30/11/2016;13969;NI;3112;;
13970;0;132010506;EQUIPAMENTOS C.P.D. - COML.;ACESS-POINT WIRELESS 54MBPS 802.11G.;30/11/2016;13970;NI;3112;;
13972;0;132010506;EQUIPAMENTOS C.P.D. - COML.;ACESS-POINT WIRELESS 54MBPS 802.11G.;30/11/2016;13972;NI;3112;;
14429;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTIPLEX  990;30/11/2016;24505;NI;3112;;
14430;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTIPLEX  990;30/11/2016;24559;NI;3112;;
14432;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DELL E1709W 17'';30/11/2016;14432;NI;3112;;
14433;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DELL E1709W 17'';30/11/2016;14433;NI;3112;;
14434;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DELL E1709W 17'';30/11/2016;14434;NI;3112;;
105402;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 3 GAVETAS, TP 2424;30/11/2016;105402;NI;3112;;
105403;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA C/ RODIZIO EM NAPA, TP 5317;30/11/2016;105403;NI;3112;;
105404;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA IMPRESSORA;30/11/2016;105404;NI;3112;;
105407;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCOES EM FORMICA C/ DUAS PORTAS;30/11/2016;105407;NI;3112;;
105413;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM CEREJEIRA C/ 3 GAVETAS, TP 5583;30/11/2016;105413;NI;3112;;
701827;12;132010506;EQUIPAMENTOS C.P.D. - COML.;MALETA SOFT PARA PROJETOR DELL 1209S;30/11/2016;10516;NI;2140;;
701827;5;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR MULTIMIDIA MARCA DELL DLP 1209S;30/11/2016;10516;NI;2140;;
704114;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTLPLEX 780.;30/11/2016;14113;NI;2140;;
704114;1;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL  E1709W  17""  WIDESCREEN.";30/11/2016;14258;NI;2140;;
704115;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUD;30/11/2016;14014;NI;2160;;
704115;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUD;30/11/2016;14081;NI;2160;;
704170;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14013;NI;2160;;
704200;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14012;NI;2160;;
704200;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14087;NI;2160;;
704228;1;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL  E1709W  17""  WIDESCREEN.";30/11/2016;14307;NI;2140;;
704239;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14010;NI;2140;;
704239;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14094;NI;2140;;
704247;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14009;NI;2140;;
704247;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14096;NI;2140;;
704253;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14011;NI;2140;;
704253;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;14097;NI;2140;;
704608;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTLPLEX 780.;30/11/2016;14107;NI;2140;;
704608;1;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL  E1709W  17""  WIDESCREEN.";30/11/2016;14316;NI;2140;;
704616;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR DELL OPTLPLEX 780.;30/11/2016;14134;NI;2140;;
704616;1;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL  E1709W  17""  WIDESCREEN.";30/11/2016;14318;NI;2140;;
10184;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER.;30/11/2016;10184;NI;3112;;
13883;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA  LINHA TELLUS ESTOFADO NA COR AZ;30/11/2016;13883;NI;3112;;
14534;0;132010904;MOVEIS E UTENSILIOS - COML.;CAMERA DIGITAL SAMSUNG PRATA.;30/11/2016;14534;NI;2140;;
6480;0;132010904;MOVEIS E UTENSILIOS - COML.;CAMERA FOTO DIGITAL SONY CIBERSHOT DSC-S;30/11/2016;6480;NI;2140;;
15327;0;132010506;EQUIPAMENTOS C.P.D. - COML.;DESKTOP HP COMPAQ 6200 MT BRASIL;30/11/2016;24574;NI;3112;;
15328;0;132010506;EQUIPAMENTOS C.P.D. - COML.;DESKTOP HP COMPAQ 6200 MT BRASIL;30/11/2016;24566;NI;3112;;
15222;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;15222;NI;2444;;
15223;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;15223;NI;2444;;
15224;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;15224;NI;2444;;
15230;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;15230;NI;2444;;
14541;0;132010904;MOVEIS E UTENSILIOS - COML.;LAVADORA MOVEL PROF.;30/11/2016;24613;NI;3112;;
15073;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;15073;NI;2193;;
15090;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;15090;NI;2193;;
15104;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;15104;NI;2440;;
15125;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE E;30/11/2016;15125;NI;2191;;
15126;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE E;30/11/2016;15126;NI;2191;;
15127;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE E;30/11/2016;15127;NI;2191;;
704786;3;132010904;MOVEIS E UTENSILIOS - COML.;UNIDADE CONDENSADORA RAA030H3S 220V/60Hz;30/11/2016;24593;DESCANSO;3112;HITACH;
704786;1;132010904;MOVEIS E UTENSILIOS - COML.;UNIDADE EVAPORADORA HITACHI.;30/11/2016;24593;DESCANSO;3112;HITACH;
