SEQUENCIA;ATIVO NOVO;ATIVO ANTERIOR;CONCILIAÄ«O;LOCALIZAÄ«O ;CODIGO CENTRO CUSTO;DESCRIÄ«O CENTRO CUSTO;DESCRIÄ«O ;MARCA;MODELO;SERVICE TAG;
INVENTARIO;;;;;;;;;;;
1234;18517;4012;40120;GRANJA;7240;Laboratorio de Pesquisa;AR CONDICIONADO ;CONSUL ;AIRMASTER 12000 JANELA;;
1235;105176;3941;39410;GRANJA;7240;Laboratorio de Pesquisa;BALANÄA PLATAFORMA ;FILIZOLA;100Kg;;
1236;105177;10567;1037990;GRANJA;7240;Laboratorio de Pesquisa;BALANÄA BANCADA ;TOLEDO ;30Kg;;
1237;105178;;64210;GRANJA;7240;Laboratorio de Pesquisa;BALANÄA PLATAFORMA ;ALFA;;;
1238;105179;;7036240;GRANJA;7240;Laboratorio de Pesquisa;LAVADORA ALTA PRESS«O ;KARCHER ;PROFESSIONAL;;
1239;105180;;46780;GRANJA;7240;Laboratorio de Pesquisa;LAVADORA ALTA PRESS«O ;JACTO;J7600STD;;
1240;18518;;7030560;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;MESA ESCRIT‡RIO 1,2M;;;;
1241;18519;;88390;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;MESA ESCRIT‡RIO 1,2M;;;;
1242;18520;;88400;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;MESA ESCRIT‡RIO 1,2M;;;;
1243;18521;;25290;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO BAIXO 2 PORTAS ;;;;
1244;18522;15985;8000246;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;GAVETEIRO VOLANTE 6 GAVETAS ;;;;
1245;18523;15984;8000245;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;GAVETEIRO VOLANTE 6 GAVETAS ;;;;
1246;18524;;7031270;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1247;18525;;71791;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;MONITOR V÷DEO ;DELL;E19;;
1248;16232;DSM;80003662;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;CPU;DELL;OPTIPLEX 9020;4FW2M22;
1249;18526;;94731;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;MONITOR V÷DEO ;DELL;E19;;
1250;16233;;166960;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;CPU;DELL;OPTIPLEX 9020;CDW0M22;
1251;18527;;94753;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;MONITOR V÷DEO ;DELL;E17;;
1252;16667;DSM;166670;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;AR CONDICIONADO ;KOMECO;SPLIT MAXIME;;
1253;18528;3864;38640;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;RACK PAREDE INFORMµTICA COM SWITCH;;;;
1254;18529;104158;1041580;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;RACK PAREDE INFORMµTICA ;;;;
1255;18530;;169040;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO 2 PORTAS ;;;;
1256;18531;14631;146310;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO SEM PORTAS ;;;;
1257;18532;;169050;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO 2 PORTAS ;;;;
1258;18533;;3010;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO 2 PORTAS ;;;;
1259;16349;DSM;163490;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO 2 PORTAS CORTA-FOGO;;;;
1260;16390;;137200;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO 2 PORTAS CORTA-FOGO;;;;
1261;18534;13671;7046441;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO AÄO 2 PORTAS ;;;;
1262;18535;1349;13490;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO 2 PORTAS ;;;;
1263;18536;15788;80002411;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO 2 PORTAS ;;;;
1264;18537;2539;73650;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;ARMARIO ALTO 2 PORTAS ;;;;
1265;S/N;;3860-4120-38870-38830-38840-38800-38850-38810-38820;ALMOXARIFADO ;4175;Almoxarifado de Produtos Acabados;CONJUNTO DE ESTANTES METµLICAS COM 53 M‡DULOS COM GAVETAS, CAIXAS PLµSTICAS E PRATELEIRAS ;;;;
