ITEM;ATIVO;ATIVO ANT./CONC;COMPLEMENTO;AREA;P&IDS-EQUIPAMENTO;P&IDS-PLANTA;CENTRO CUSTO;DESCRIÄ«O CENTRO DE CUSTO;DESCRIÄ«O;MARCA;MODELO;OBS
600;104811;7036820;0001;ZOOTECNICA-MISTURA 3;CP-55313E;Y-553-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
601;104811;;0002;ZOOTECNICA-MISTURA 3;CP-55313E;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
602;104812;41680;;ZOOTECNICA-MISTURA 3;EN-55305F;Y-553-003;7225;ZOOTECNICA;ENSACADEIRA;;;
603;104812;85040;0001;ZOOTECNICA-MISTURA 3;CP-55313F;Y-553-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
604;104812;;0002;ZOOTECNICA-MISTURA 3;CP-55313F;Y-553-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
605;104804;7012520;;ZOOTECNICA-MISTURA 3;TC-55309A;Y-553-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
606;104804;;0001;ZOOTECNICA-MISTURA 3;TC-55309A;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
607;104797;7049290;;ZOOTECNICA-MISTURA 3;MG-55302E;Y-553-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
608;104798;;;ZOOTECNICA-MISTURA 3;RO-55316M;Y-553-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
609;104798;;0001;ZOOTECNICA-MISTURA 3;RO-55316M;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
610;104799;;;ZOOTECNICA-MISTURA 3;RO-55316O;Y-553-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
611;104799;;0001;ZOOTECNICA-MISTURA 3;RO-55316O;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
612;104805;7068440;;ZOOTECNICA-MISTURA 3;TC-55309B;Y-553-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
613;104805;;0001;ZOOTECNICA-MISTURA 3;TC-55309B;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
614;104800;7036940;;ZOOTECNICA-MISTURA 3;MG-55302F;Y-553-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
615;104801;;;ZOOTECNICA-MISTURA 3;RO-55316N;Y-553-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
616;104801;;0001;ZOOTECNICA-MISTURA 3;RO-55316N;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
617;104806;33050;;ZOOTECNICA-MISTURA 3;N/D;Y-553-003;7225;ZOOTECNICA;BALANÄA PARA CONFER“NCIA;;;
618;104802;7012500;;ZOOTECNICA-MISTURA 3;TC-55309C;Y-553-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
619;104802;;0001;ZOOTECNICA-MISTURA 3;TC-55309C;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
620;104803;7012510;;ZOOTECNICA-MISTURA 3;TC-55309D;Y-553-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
621;104803;;0001;ZOOTECNICA-MISTURA 3;TC-55309D;Y-553-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
622;104624;7048009;;ZOOTECNICA-MISTURA 4;MG-55402C;Y-554-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
623;104653;1017330;;ZOOTECNICA-MISTURA 4;EN-55405H;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
624;104653;1042920;0001;ZOOTECNICA-MISTURA 4;CP-55413H;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
625;104653;;0002;ZOOTECNICA-MISTURA 4;CP-55413H;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
626;104654;1017340;;ZOOTECNICA-MISTURA 4;EN-55405G;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
627;104654;32580;0001;ZOOTECNICA-MISTURA 4;CP-55413G;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
628;104654;;0002;ZOOTECNICA-MISTURA 4;CP-55413G;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
629;104655;1017350;;ZOOTECNICA-MISTURA 4;EN-55405F;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
630;104655;130730;0001;ZOOTECNICA-MISTURA 4;CP-55413F;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
631;104655;;0002;ZOOTECNICA-MISTURA 4;CP-55413F;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
632;104656;1017360;;ZOOTECNICA-MISTURA 4;EN-55405E;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
633;104656;63450;0001;ZOOTECNICA-MISTURA 4;CP-55413E;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
634;104656;;0002;ZOOTECNICA-MISTURA 4;CP-55413E;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
635;104649;1102470;;ZOOTECNICA-MISTURA 4;EN-55405D;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
636;104649;169210;0001;ZOOTECNICA-MISTURA 4;CP-55413D;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
637;104649;;0002;ZOOTECNICA-MISTURA 4;CP-55413D;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
638;104650;1102480;;ZOOTECNICA-MISTURA 4;EN-55405C;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
639;104650;101700;0001;ZOOTECNICA-MISTURA 4;CP-55413C;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
640;104650;;0002;ZOOTECNICA-MISTURA 4;CP-55413C;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
641;104651;80880;;ZOOTECNICA-MISTURA 4;EN-55405B;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
642;104651;1042940;0001;ZOOTECNICA-MISTURA 4;CP-55413B;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
643;104651;;0002;ZOOTECNICA-MISTURA 4;CP-55413B;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
644;104652;1017320;;ZOOTECNICA-MISTURA 4;EN-55405A;Y-554-003;7225;ZOOTECNICA;ENSACADEIRA;;;
645;104652;1042941;0001;ZOOTECNICA-MISTURA 4;CP-55413A;Y-554-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
646;104652;;0002;ZOOTECNICA-MISTURA 4;CP-55413A;Y-554-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
647;104648;7046400;;ZOOTECNICA-MISTURA 4;TC-55409A;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
648;104648;;0001;ZOOTECNICA-MISTURA 4;TC-55409A;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
649;104625;1016530;;ZOOTECNICA-MISTURA 4;TC-55409I;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
650;104625;;0001;ZOOTECNICA-MISTURA 4;TC-55409I;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
651;104626;1016540;;ZOOTECNICA-MISTURA 4;TC-55409J;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
652;104626;;0001;ZOOTECNICA-MISTURA 4;TC-55409J;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
653;104626;42020;0002;ZOOTECNICA-MISTURA 4;N/D;Y-554-003;7225;ZOOTECNICA;BALANÄA PARA CONFER“NCIA;;;
654;104632;1014300;;ZOOTECNICA-MISTURA 4;TE-55420B;Y-554-003;7225;ZOOTECNICA;TRANSPORTADOR DE ROLOS;;;
655;104632;;0001;ZOOTECNICA-MISTURA 4;TE-55420B;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
656;104634;70480010;;ZOOTECNICA-MISTURA 4;MG-55402E;Y-554-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
657;104635;33530;;ZOOTECNICA-MISTURA 4;RO-55416G;Y-554-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
658;104635;;0001;ZOOTECNICA-MISTURA 4;RO-55416G;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
659;104631;1017410;;ZOOTECNICA-MISTURA 4;TC-55409K;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
660;104631;;0001;ZOOTECNICA-MISTURA 4;TC-55409K;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
661;104630;1016580;;ZOOTECNICA-MISTURA 4;TC-55409L;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
662;104630;;0001;ZOOTECNICA-MISTURA 4;TC-55409L;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
663;104629;1016570;;ZOOTECNICA-MISTURA 4;TC-55409M;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
664;104629;;0001;ZOOTECNICA-MISTURA 4;TC-55409M;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
665;104628;1016560;;ZOOTECNICA-MISTURA 4;TC-55409N;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
666;104628;;0001;ZOOTECNICA-MISTURA 4;TC-55409N;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
667;104627;1016550;;ZOOTECNICA-MISTURA 4;TC-55409O;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
668;104627;;0001;ZOOTECNICA-MISTURA 4;TC-55409O;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
669;104647;34060;;ZOOTECNICA-MISTURA 4;N/D;Y-554-003;7225;ZOOTECNICA;BALANÄA PARA CONFER“NCIA;;;
670;104646;7017259;;ZOOTECNICA-MISTURA 4;TC-55409B;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
671;104646;;0001;ZOOTECNICA-MISTURA 4;TC-55409B;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
672;104645;1102380;;ZOOTECNICA-MISTURA 4;TE-55420B;Y-554-003;7225;ZOOTECNICA;TRANSPORTADOR DE ROLOS;;;
673;104645;;0001;ZOOTECNICA-MISTURA 4;TE-55420B;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
674;104637;70480011;;ZOOTECNICA-MISTURA 4;MG-55402D;Y-554-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
675;104638;42250;;ZOOTECNICA-MISTURA 4;RO-55416H;Y-554-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
676;104638;;0001;ZOOTECNICA-MISTURA 4;RO-55416H;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
677;104636;66424;;ZOOTECNICA-MISTURA 4;TP-55419B;Y-554-003;7225;ZOOTECNICA;TRANSPORTADOR PNEUMµTICO ;;;
678;104644;7062968;;ZOOTECNICA-MISTURA 4;TC-55409C;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
679;104644;;0001;ZOOTECNICA-MISTURA 4;TC-55409C;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
680;104643;50830;;ZOOTECNICA-MISTURA 4;TC-55409D;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
681;104643;;0001;ZOOTECNICA-MISTURA 4;TC-55409D;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
682;104642;1016630;;ZOOTECNICA-MISTURA 4;TC-55409E;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
683;104642;62710;0001;ZOOTECNICA-MISTURA 4;TC-55409E;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR;;;
684;104641;1016620;;ZOOTECNICA-MISTURA 4;TC-55409F;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
685;104641;7046410;0001;ZOOTECNICA-MISTURA 4;TC-55409F;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR;;;
686;104640;80006012;;ZOOTECNICA-MISTURA 4;TC-55409G;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
687;104640;1026440;0001;ZOOTECNICA-MISTURA 4;TC-55409G;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR;;;
688;104639;1017420;;ZOOTECNICA-MISTURA 4;TC-55409H;Y-554-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
689;104639;80006020;0001;ZOOTECNICA-MISTURA 4;TC-55409H;Y-554-003;7225;ZOOTECNICA;MOTOREDUTOR;;;
690;104617;42110;;ZOOTECNICA-MISTURA 4;SI-55408A;Y-554-001;7225;ZOOTECNICA;SILO METALICO;;;
691;104620;33470;;ZOOTECNICA-MISTURA 4;RO-55416A;Y-554-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
692;104620;1027820;0001;ZOOTECNICA-MISTURA 4;RO-55416A;Y-554-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
693;104613;42070;;ZOOTECNICA-MISTURA 4;SI-55408B;Y-554-001;7225;ZOOTECNICA;SILO METALICO;;;
694;104613;41200;0001;ZOOTECNICA-MISTURA 4;FL-55408B-02;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
695;104613;41210;0002;ZOOTECNICA-MISTURA 4;FL-55408B-03;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
696;104613;41900;0003;ZOOTECNICA-MISTURA 4;FL-55408B-04;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
697;104613;41910;0004;ZOOTECNICA-MISTURA 4;FL-55408B-05;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
698;104613;41920;0005;ZOOTECNICA-MISTURA 4;FL-55408B-06;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
699;104613;41930;0006;ZOOTECNICA-MISTURA 4;FL-55408B-07;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
700;104613;41940;0007;ZOOTECNICA-MISTURA 4;FL-55408B-08;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
701;104613;42520;0008;ZOOTECNICA-MISTURA 4;FL-55408B-09;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
702;104613;43590;0009;ZOOTECNICA-MISTURA 4;FL-55408B-10;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
703;104614;42080;;ZOOTECNICA-MISTURA 4;SI-55408C;Y-554-001;7225;ZOOTECNICA;SILO METALICO;;;
704;104614;43610;0001;ZOOTECNICA-MISTURA 4;FL-55408C-01;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
705;104614;43630;0002;ZOOTECNICA-MISTURA 4;FL-55408C-02;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
706;104614;43740;0003;ZOOTECNICA-MISTURA 4;FL-55408C-03;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
707;104616;42100;;ZOOTECNICA-MISTURA 4;SI-55408D;Y-554-001;7225;ZOOTECNICA;SILO METALICO;;;
708;104616;7065600;0001;ZOOTECNICA-MISTURA 4;FL-55408D-01;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
709;104616;80004853;0002;ZOOTECNICA-MISTURA 4;FL-55408D-02;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
710;104616;80004875;0003;ZOOTECNICA-MISTURA 4;FL-55408D-03;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
711;104616;412156103;0004;ZOOTECNICA-MISTURA 4;FL-55408D-04;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
712;104619;1020170;;ZOOTECNICA-MISTURA 4;RO-55416B;Y-554-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
713;104619;55411;0001;ZOOTECNICA-MISTURA 4;RO-55416B;Y-554-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
714;104615;42090;;ZOOTECNICA-MISTURA 4;SI-55408E;Y-554-001;7225;ZOOTECNICA;SILO METALICO;;;
715;104615;43820;0001;ZOOTECNICA-MISTURA 4;FL-55408E-01;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
716;104615;7065609;0002;ZOOTECNICA-MISTURA 4;FL-55408E-02;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
717;104618;1020160;;ZOOTECNICA-MISTURA 4;RO-55416C;Y-554-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
718;104618;55791;0001;ZOOTECNICA-MISTURA 4;RO-55416C;Y-554-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
719;104621;7048008;;ZOOTECNICA-MISTURA 4;MG-55402A;Y-554-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
720;104621;412120274;0001;ZOOTECNICA-MISTURA 4;FL-55402A-01;Y-554-001;7225;ZOOTECNICA;FILTRO ;;;
721;104622;66416;;ZOOTECNICA-MISTURA 4;TP-55419A;Y-554-001;7225;ZOOTECNICA;TRANSPORTADOR PNEUMµTICO ;DYNAMIC AIR;I;
722;104586;42040;;ZOOTECNICA-MISTURA 4;SI-55408F;Y-554-002;7225;ZOOTECNICA;SILO METALICO;;;
723;104586;43340;0001;ZOOTECNICA-MISTURA 4;FL-55408F-01;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
724;104586;43510;0002;ZOOTECNICA-MISTURA 4;FL-55408F-02;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
725;104586;98360;0003;ZOOTECNICA-MISTURA 4;FL-55408F-03;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
726;104586;98860;0004;ZOOTECNICA-MISTURA 4;FL-55408F-04;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
727;104610;42060;;ZOOTECNICA-MISTURA 4;SI-55408G;Y-554-002;7225;ZOOTECNICA;SILO METALICO;;;
728;104610;1024420;0001;ZOOTECNICA-MISTURA 4;FL-55408G-01;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
729;104610;1024650;0002;ZOOTECNICA-MISTURA 4;FL-55408G-02;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
730;104610;1029350;0003;ZOOTECNICA-MISTURA 4;FL-55408G-03;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
731;104610;43160;0004;ZOOTECNICA-MISTURA 4;FL-55408G-04;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
732;104610;1024540;0005;ZOOTECNICA-MISTURA 4;FL-55408G-05;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
733;104610;39940;0006;ZOOTECNICA-MISTURA 4;FL-55408G-06;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
734;104581;98080;;ZOOTECNICA-MISTURA 4;RO-55416D;Y-554-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
735;104581;7069250;0001;ZOOTECNICA-MISTURA 4;RO-55416D;Y-554-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
736;104609;42050;;ZOOTECNICA-MISTURA 4;SI-55408H;Y-554-002;7225;ZOOTECNICA;SILO METALICO;;;
737;104609;1023470;0001;ZOOTECNICA-MISTURA 4;FL-55408H-01;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
738;104609;80004783;0002;ZOOTECNICA-MISTURA 4;FL-55408H-02;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
739;104609;7064981;0003;ZOOTECNICA-MISTURA 4;FL-55408H-03;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
740;104609;61280;0004;ZOOTECNICA-MISTURA 4;FL-55408H-04;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
741;104609;33880;0005;ZOOTECNICA-MISTURA 4;FL-55408H-05;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
742;104609;7046690;0006;ZOOTECNICA-MISTURA 4;FL-55408H-06;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
743;104609;132150;0007;ZOOTECNICA-MISTURA 4;FL-55408H-07;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
744;104609;7012540;0008;ZOOTECNICA-MISTURA 4;FL-55408H-08;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
745;104609;10140435;0009;ZOOTECNICA-MISTURA 4;FL-55408H-09;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
746;104609;51001;0010;ZOOTECNICA-MISTURA 4;FL-55408H-10;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
747;104609;51011;0011;ZOOTECNICA-MISTURA 4;FL-55408H-11;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
748;104609;51021;0012;ZOOTECNICA-MISTURA 4;FL-55408H-12;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
749;104609;1024380;0013;ZOOTECNICA-MISTURA 4;FL-55408H-13;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
750;104582;43000;;ZOOTECNICA-MISTURA 4;RO-55416E;Y-554-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
751;104582;48281;0001;ZOOTECNICA-MISTURA 4;RO-55416E;Y-554-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
752;104585;7048007;;ZOOTECNICA-MISTURA 4;MG-55402B;Y-554-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
753;104585;43330;0001;ZOOTECNICA-MISTURA 4;FL-55402B-01;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
754;104584;42010;;ZOOTECNICA-MISTURA 4;SI-55408I;Y-554-002;7225;ZOOTECNICA;SILO METALICO;;;
755;104580;98070;;ZOOTECNICA-MISTURA 4;RO-55416F;Y-554-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
756;104580;57311;0001;ZOOTECNICA-MISTURA 4;RO-55416F;Y-554-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
757;104611;41190;;ZOOTECNICA-MISTURA 4;FL-55407A-01;Y-554-002;7225;ZOOTECNICA;FILTRO ;;;
758;104611;7023400;0001;ZOOTECNICA-MISTURA 4;VR-55407A-01;Y-554-002;7225;ZOOTECNICA;VALVULA ROTATIVA;;;
759;104612;85590;;ZOOTECNICA-MISTURA 4;EX-55407A-01;Y-554-002;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
760;104612;;0001;ZOOTECNICA-MISTURA 4;EX-55407A-01;Y-554-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
761;104579;1026730;;ZOOTECNICA-MISTURA 4;MI-55407A;Y-554-002;7225;ZOOTECNICA;MISTURADOR;;;
762;104579;;0001;ZOOTECNICA-MISTURA 4;MI-55407A;Y-554-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
763;105001;38300;;SAL-ESTOQUE DE SAL;MG-31002A;Y-310-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
764;105001;63850;0001;SAL-ESTOQUE DE SAL;MV-31002A-01;Y-310-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
765;105001;75210;0002;SAL-ESTOQUE DE SAL;MV-31002A-02;Y-310-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
766;105001;;0003;SAL-ESTOQUE DE SAL;MV-31002A-02;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
767;105001;;0004;SAL-ESTOQUE DE SAL;MV-31002A-01;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
768;105001;412156118;;SAL-ESTOQUE DE SAL;CV-31025A;Y-310-001;7225;ZOOTECNICA;CALHA VIBRATORIA;;;
769;105001;;0006;SAL-ESTOQUE DE SAL;CV-31025A;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
770;105000;38290;;SAL-ESTOQUE DE SAL;MG-31002B;Y-310-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
771;105000;63830;0001;SAL-ESTOQUE DE SAL;MV-31002B-01;Y-310-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
772;105000;63840;0002;SAL-ESTOQUE DE SAL;MV-31002B-02;Y-310-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
773;105000;;0003;SAL-ESTOQUE DE SAL;MV-31002B-02;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
774;105000;;0004;SAL-ESTOQUE DE SAL;MV-31002B-01;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
775;105000;7050070;;SAL-ESTOQUE DE SAL;CV-31025B;Y-310-001;7225;ZOOTECNICA;CALHA VIBRATORIA;;;
776;105000;;0006;SAL-ESTOQUE DE SAL;CV-31025B;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
777;105003;7068460;;SAL-ESTOQUE DE SAL;TC-31009A;Y-310-001;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
778;105003;;0001;SAL-ESTOQUE DE SAL;TC-31009A;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
779;105002;7068450;;SAL-ESTOQUE DE SAL;TC-31009B;Y-310-001;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
780;105002;;0001;SAL-ESTOQUE DE SAL;TC-31009B;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
781;105004;1027930;;SAL-ESTOQUE DE SAL;MO-31004B;Y-310-001;7225;ZOOTECNICA;MOINHO;;;
782;105004;;0001;SAL-ESTOQUE DE SAL;MO-31004B;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
783;105005;1042070;;SAL-ESTOQUE DE SAL;MO-31004A;Y-310-001;7225;ZOOTECNICA;MOINHO;;;
784;105005;;0001;SAL-ESTOQUE DE SAL;MO-31004A;Y-310-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
785;105006;7068470;;SAL-ESTOQUE DE SAL;TC-31009C;Y-310-001;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
786;105006;1019040;0001;SAL-ESTOQUE DE SAL;TC-31009C;Y-310-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
787;105062;7068480;;SAL-ESTOQUE DE SAL;TC-31009D;Y-310-001;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
788;105062;64640;0001;SAL-ESTOQUE DE SAL;TC-31009D;Y-310-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
789;105063;7068490;;SAL-ESTOQUE DE SAL;TC-31009E;Y-310-001;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
790;105063;67240;0001;SAL-ESTOQUE DE SAL;TC-31009E;Y-310-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
791;105064;;;SAL-ESTOQUE DE SAL;RO-31016A;Y-310-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
792;105064;72800;0001;SAL-ESTOQUE DE SAL;RO-31016A;Y-310-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
793;105065;;;SAL-ESTOQUE DE SAL;TC-31009F;Y-310-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
794;105065;72790;0001;SAL-ESTOQUE DE SAL;TC-31009F;Y-310-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
795;S/N;1039650;;SAL-ESTOQUE DE SAL;N/D;Y-310-001;7225;ZOOTECNICA;PA-CARREGADEIRA;CASE;;
796;S/N;1027800;;SAL-ESTOQUE DE SAL;N/D;Y-310-001;7225;ZOOTECNICA;PA-CARREGADEIRA;CASE;;
